8640000,1.0580599341,1.0580586219,1.0580193289,1.0580101077,1.0575995695,1.0571450822,1.0550572954,1.0524009509,1.0452340626,1.0368940567,1.0255207476,1.0143174423,1.0022126959,0.9911049713,0.9808643761,0.9715167979,0.9636921375,0.9562766637,0.9501503079,0.9438498273,0.9381213341,0.9317425462,0.9251274716,0.9175718756,0.9091280203,0.8994554586,0.8883253760,0.8770395511,0.8651443771,0.8565956720,0.8514133881,0.8488035577,0.8487223519,0.8486772570,0.8486752035,0.8486743243,0.8486742865,0.8486742664,0.8486742656,0.8486742627,0.8486742626,0.8486742596,0.8486742497,0.8486742291,0.8486735791,0.8486722107,0.8486015727,0.8485069867,0.8458869968,0.8429411564,0.8278709095,0.8089128383,0.7610659600,0.7137338256,0.6556710863,0.6099325013,0.5736611851,0.5474944705,0.5371984201,0.5295753089,0.5294700308,0.5290440790,0.5290379811,0.5290328183,0.5290327479,0.5290326236,0.5290326225,0.5290325839,0.5290325691,0.5290325279,0.5290324731,0.5290324172,0.5290323552,0.5290323107,0.5290322820,0.5290322625,0.5290322605,0.5290322582,0.5290322582,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,0.5290322581,
8643600,2.7614467990,2.7240455303,2.7234625217,2.7256278010,2.7767527750,2.9995479760,3.0029663059,2.9961857224,2.9212249418,2.7955770328,2.6518483410,2.5052794545,2.3585840720,2.2230999731,2.0954411722,1.9811308715,1.8815385575,1.8084858868,1.7259488677,1.6432551021,1.5535722631,1.4697851996,1.3692420323,1.2702400637,1.1420159299,1.0020397360,0.8339269330,0.6048748972,0.4502749216,0.3732655223,0.2892838365,0.2031790809,0.1127614023,0.0622147267,0.0522845112,0.0521932561,0.0640684935,0.0707000913,0.0769797643,0.0786415388,0.0786951534,0.0786706967,0.0768468585,0.0767881345,0.0772961260,0.0778460218,0.0786876700,0.0801462849,0.0861113523,0.0941743198,0.1579847968,0.2340934202,0.4580980071,0.6743486440,0.9417338593,1.1483521704,1.3068344366,1.4289173227,1.4855744603,1.5336064896,1.5396000346,1.5420261543,1.5420640369,1.5420646664,1.5407538240,1.5399620002,1.5390962128,1.5385519300,1.5383130499,1.5383097670,1.5384522858,1.5386006245,1.5388717550,1.5391455872,1.5394748414,1.5394792852,1.5379297777,1.5379087676,1.5380837782,1.5380861073,1.5368533031,1.5359582548,1.5348369466,1.5336417185,1.5322999221,1.5301483418,1.5271519444,1.5250101926,1.5233651342,1.5216769766,1.5202146523,1.5189237361,1.5179356682,1.5169873920,1.5162403026,1.5152510241,1.5141250918,1.5130232401,1.5118781327,1.5118749129,1.5059787919,1.5059787919,
8647200,3.0949371707,3.0801719570,3.0226534510,2.9355786542,2.8207108879,2.5764181032,2.5801380573,2.8125021624,2.8117846200,2.6703170558,2.5278976180,2.3875749879,2.2548107845,2.1239969331,2.0168170407,1.9269860830,1.8590834798,1.8280391710,1.7686584352,1.6867088344,1.5957702694,1.5074181311,1.3996701495,1.2893947826,1.1487857153,0.9870290798,0.8118674672,0.5873036188,0.4438618681,0.3807047355,0.2964990927,0.1608769497,0.1114940298,0.0651476687,0.0643566172,0.0718229025,0.0795277616,0.0880786224,0.0944829742,0.0989445125,0.1024659761,0.1048571516,0.1074756603,0.1103788651,0.1130427347,0.1147077866,0.1177949662,0.1179255704,0.1269693369,0.1273546554,0.1726597462,0.2187416305,0.3686606203,0.5514519738,0.8151492395,1.0306130840,1.2313210267,1.3790863096,1.4617126306,1.5302417412,1.5506667680,1.5583378746,1.5584263138,1.5584274357,1.5570969005,1.5559232048,1.5543005840,1.5533553262,1.5529088914,1.5529029830,1.5535940980,1.5542639357,1.5552158666,1.5563171082,1.5576767768,1.5576972152,1.5551052866,1.5550644708,1.5562848817,1.5563045220,1.5550412842,1.5537194248,1.5512280272,1.5491108327,1.5469072366,1.5431644992,1.5379226337,1.5342913759,1.5316809535,1.5285230075,1.5253824800,1.5214020980,1.5166568830,1.5121394166,1.5075355915,1.5028472470,1.4980559861,1.4944143067,1.4918710703,1.4918711434,1.4894062066,1.4894062066,
8650800,3.2798620257,3.2776748568,3.1501717098,3.0499426398,2.9209953361,2.7883275464,2.6421931118,2.6405474890,2.7612152038,2.7604471265,2.5147103678,2.3764800871,2.2340934104,2.1107853006,2.0049141465,1.9169361350,1.8557057513,1.7982578245,1.7572588126,1.6850521629,1.5896755301,1.4945124017,1.3885108417,1.2694439547,1.1315060791,0.9587972491,0.7856266007,0.5647770881,0.4419902044,0.3939641736,0.3146615775,0.1472841008,0.1191617767,0.0928277128,0.0924993460,0.1013649145,0.1073053101,0.1106444065,0.1131850555,0.1148985754,0.1165659263,0.1176326060,0.1198910347,0.1262311389,0.1263052940,0.1259485994,0.1259460840,0.1260501633,0.1326461899,0.1333217333,0.1863188055,0.2582299922,0.4079040897,0.6379129715,0.8548014805,1.0802164193,1.2500946552,1.3821104218,1.4702280604,1.5483684068,1.5566089870,1.5646658265,1.5646636270,1.5643632398,1.5636128767,1.5620914303,1.5612572612,1.5604350945,1.5604373829,1.5610301926,1.5622468911,1.5637553482,1.5659141703,1.5684091096,1.5715472702,1.5715603717,1.5705514452,1.5705433407,1.5738773696,1.5744332061,1.5744390002,1.5744390780,1.5712660090,1.5689540052,1.5661050797,1.5609568782,1.5533765065,1.5480535149,1.5440429771,1.5395881099,1.5354529655,1.5296826926,1.5225644439,1.5138497121,1.5030115823,1.4929008958,1.4825641188,1.4750800888,1.4703509777,1.4740746543,1.4740746543,1.4740746543,
8654400,3.3539776623,3.3526509888,3.2754441127,3.1959733446,3.0795288639,2.9580392269,2.8172232757,2.7964769383,2.7958866109,2.7753488742,2.5796681454,2.4416118938,2.2815917828,2.1491490326,2.0355083450,1.9395655987,1.8714539397,1.8091575437,1.7664442440,1.6977645040,1.6131361985,1.5179212156,1.4056948884,1.2839531611,1.1455932218,0.9858812407,0.7977489481,0.6220288835,0.4457084041,0.3308711913,0.2766361054,0.1994697392,0.1293468141,0.1025750428,0.1018992382,0.1021198639,0.1144295481,0.1177144817,0.1178059823,0.1195983572,0.1216822880,0.1243105693,0.1276680477,0.1358018412,0.1358697534,0.1324392989,0.1324027642,0.1324565551,0.1390113594,0.1399746762,0.2060104230,0.3045472565,0.4691539054,0.7102553235,0.9261993017,1.1417419239,1.3004500480,1.4291333116,1.4986800720,1.5626612630,1.5672074465,1.5716796256,1.5716759338,1.5709982487,1.5698911188,1.5681121438,1.5668581952,1.5654485738,1.5654494730,1.5656384136,1.5664506055,1.5676585835,1.5693130100,1.5734046198,1.5733995148,1.5722374290,1.5722458401,1.5743152372,1.5761271749,1.5789630762,1.5791886124,1.5794129194,1.5794129191,1.5794122542,1.5778618055,1.5763013195,1.5664687362,1.5611633727,1.5564124186,1.5515186257,1.5468672762,1.5404501461,1.5325349696,1.5206685515,1.5042821931,1.4878814542,1.4693858413,1.4563708632,1.4478370570,1.4603698590,1.4603698590,1.4603698590,
8658000,3.4153776166,3.4135159776,3.3652288658,3.2686370424,3.1651677851,3.0527648754,2.9590554835,2.9068065761,2.8131526286,2.6885507800,2.5508522291,2.3998722792,2.2623830660,2.1323347912,2.0258096530,1.9382663952,1.8673169706,1.8214196756,1.7608392505,1.6959386209,1.6113077908,1.5170193156,1.4045461698,1.2888719376,1.1450188144,0.9757714977,0.8033102457,0.6052075269,0.4550758601,0.3373247624,0.2506907720,0.1827464574,0.1464096484,0.1146280778,0.1032483413,0.1031016417,0.1097155092,0.1133658505,0.1170226072,0.1195754817,0.1210243447,0.1234920816,0.1264324220,0.1301768021,0.1348540780,0.1349252272,0.1328709535,0.1328614037,0.1369087894,0.1412869775,0.1928313842,0.2501810864,0.4350768066,0.6344659290,0.9068159216,1.1163240510,1.2944933954,1.4285278297,1.5004141448,1.5584981147,1.5712609707,1.5749630476,1.5749858214,1.5749859611,1.5729463842,1.5714993406,1.5696581167,1.5685722757,1.5680591134,1.5680572942,1.5688170288,1.5695826819,1.5716041098,1.5732097469,1.5750232659,1.5750236147,1.5735188450,1.5752778725,1.5766619186,1.5786485688,1.5786478912,1.5784508501,1.5776295456,1.5776213757,1.5747041213,1.5679911984,1.5621636538,1.5572251741,1.5524066961,1.5488299675,1.5431235476,1.5382337927,1.5275360928,1.5129902063,1.4948411409,1.4706385935,1.4519456973,1.4262734640,1.4263354496,1.4480131067,1.4480131067,1.4480131067,
8661600,3.0175204505,3.0003972152,2.9627700266,2.8683864529,2.8693958745,2.9239509039,2.9209574143,2.8321281943,2.7168673808,2.5859778458,2.4483243521,2.3052852727,2.1800545667,2.0713668232,1.9805453017,1.9058363162,1.8447687020,1.8102218386,1.7526424203,1.6830152842,1.5943112904,1.4989342100,1.3832193144,1.2630536927,1.1159691880,0.9454737828,0.7747175859,0.5864578818,0.4402264958,0.3218123466,0.2356176283,0.1760015887,0.1396157312,0.1047012652,0.1040099795,0.1068838679,0.1098170525,0.1128582205,0.1155325430,0.1175638886,0.1200551875,0.1226291091,0.1259990261,0.1338081856,0.1338967665,0.1331131033,0.1331050854,0.1331382624,0.1363749411,0.1366883435,0.1825538426,0.2425453706,0.3890330952,0.5796701148,0.8567699579,1.0699504687,1.2610204669,1.4045542824,1.4881055409,1.5551238748,1.5750893379,1.5816855403,1.5817108196,1.5817109270,1.5798943703,1.5783516809,1.5762053518,1.5748272969,1.5739395476,1.5739347980,1.5742001335,1.5744701209,1.5762060521,1.5775015346,1.5790596353,1.5790702255,1.5766600402,1.5766426711,1.5777195857,1.5781169461,1.5783516828,1.5783532716,1.5760598492,1.5743684043,1.5721843406,1.5682934628,1.5581323154,1.5525406900,1.5484608338,1.5436887049,1.5389575789,1.5332800084,1.5210555423,1.5043474349,1.4836683004,1.4556198199,1.4348103302,1.4082114718,1.4082803974,1.4360075314,1.4360075314,1.4360075314,
8665200,3.2848899208,3.2364081871,3.0968220599,2.7229618547,2.7197485491,2.7863443118,2.7843798407,2.7134719046,2.6093036157,2.4794871158,2.3488205074,2.2158569769,2.1053708144,2.0170594524,1.9421511629,1.8793060458,1.8275976187,1.8025075599,1.7478015754,1.6738632785,1.5820778460,1.4856960077,1.3675703301,1.2439592017,1.0931735565,0.9146829750,0.7453023395,0.5489751679,0.4349646724,0.3889591217,0.3164135672,0.1707566845,0.1479697554,0.1265753917,0.1262785683,0.1309478955,0.1309930069,0.1294932940,0.1294665680,0.1294953338,0.1305632547,0.1327112583,0.1356544231,0.1423841125,0.1423683618,0.1378421754,0.1377978644,0.1378226953,0.1392512515,0.1400193144,0.1945736360,0.2745743604,0.4350005003,0.6827197411,0.9059104073,1.1256062844,1.2908537048,1.4240485633,1.5031658674,1.5756243241,1.5805840951,1.5854288153,1.5854224568,1.5845988833,1.5831747263,1.5809389356,1.5791876551,1.5767524695,1.5767524699,1.5767525380,1.5767686104,1.5775377827,1.5787417378,1.5819479128,1.5819436962,1.5805600538,1.5805613536,1.5815199680,1.5824340205,1.5833305939,1.5841827851,1.5841852406,1.5825692373,1.5809318183,1.5782463367,1.5738857062,1.5609271274,1.5535792649,1.5477762073,1.5414680705,1.5355230447,1.5264723253,1.5146459135,1.4968753186,1.4719839715,1.4455405545,1.4141841248,1.3941770779,1.3831525696,1.4252094450,1.4252094450,1.4252094450,
8668800,3.5588833196,3.4764592381,3.2794706218,2.8800412553,2.7272775588,2.6445279688,2.5844516586,2.5778765186,2.5090539158,2.3810181741,2.2602485181,2.1450019167,2.0497688422,1.9736729501,1.9101521509,1.8594410421,1.8148661246,1.7928193597,1.7385449775,1.6620353824,1.5683880180,1.4712136062,1.3515600379,1.2261080297,1.0725109587,0.8790064741,0.7180838726,0.5136095958,0.4738217658,0.4737427616,0.4257124777,0.1958087751,0.1834639204,0.1718135217,0.1716933862,0.1750688358,0.1749293548,0.1689095672,0.1661007526,0.1635101763,0.1634975311,0.1644998804,0.1661886561,0.1704303443,0.1703339315,0.1641367529,0.1622406316,0.1604694459,0.1605229671,0.1644929828,0.2425468043,0.3641281632,0.5439318480,0.7899992559,1.0047933055,1.2084561453,1.3576651470,1.4790967978,1.5362994863,1.5901935259,1.5919085004,1.5935740164,1.5935600606,1.5921254815,1.5902683674,1.5876850622,1.5858076429,1.5836551857,1.5835921012,1.5835305062,1.5835386591,1.5845419499,1.5855417190,1.5874474359,1.5874284401,1.5851561808,1.5851593346,1.5855277018,1.5855408214,1.5855536108,1.5855444914,1.5844172939,1.5824285096,1.5818145520,1.5766625006,1.5663686485,1.5576158923,1.5504716033,1.5434401465,1.5383046010,1.5298000149,1.5221977696,1.5062082453,1.4852274246,1.4577841939,1.4186447007,1.3904891473,1.3566104134,1.3567277406,1.4157002900,1.4157002900,1.4157002900,
8672400,3.7180294440,3.6135063673,3.3750326233,2.9425758460,2.6867280696,2.4754532550,2.4491037281,2.4483199843,2.4208688509,2.2957952697,2.1853775708,2.0881132859,2.0068777126,1.9402655880,1.8852096756,1.8434051161,1.8031872221,1.7810752298,1.7260582857,1.6477845541,1.5529394701,1.4552186117,1.3347166189,1.2075524651,1.0532027600,0.8486942187,0.7002322438,0.5359472917,0.5265806398,0.5265670270,0.5075520959,0.2388404109,0.2314782038,0.2245464979,0.2244690976,0.2262078333,0.2259229941,0.2166955347,0.2110529642,0.2058906302,0.2057210070,0.2056332126,0.2056853752,0.2077735681,0.2075657179,0.1978925540,0.1948519551,0.1920126157,0.1924551596,0.2182498602,0.3203371301,0.4783607753,0.6708772675,0.9068015735,1.1080334390,1.2949100646,1.4259223550,1.5268673605,1.5657252597,1.6033490292,1.6033489343,1.6033402462,1.6025043436,1.6003610986,1.5980676359,1.5950720757,1.5933336012,1.5916423582,1.5916423967,1.5916465601,1.5921200496,1.5936489639,1.5948650645,1.5965709340,1.5965503877,1.5944993797,1.5945108556,1.5956009387,1.5956008638,1.5955939578,1.5949286487,1.5935204873,1.5907250582,1.5888282100,1.5823329370,1.5704288462,1.5606867451,1.5536099304,1.5458746312,1.5398959213,1.5293829635,1.5191321593,1.4995722132,1.4741956400,1.4425081016,1.3978794089,1.3677991589,1.3376272739,1.3378253307,1.4065233905,1.4065233905,1.4065233905,
