Time,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101
864000.0,1.588378,1.588378,41.763206,10.212886,100.059059,77.919899,0.100000,0.100000,100.059059,98.087173,0.100000,0.100000,100.059059,100.059059,0.100000,16.402458,100.059059,98.344910,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,98.740761,100.059059,0.100000,25.109985,100.057816,77.990387,14.145011,0.713121,91.059692,100.059059,0.100000,42.618366,99.697182,54.722153,35.479435,20.185339,68.345772,100.059059,21.625305,55.857613,60.084614,65.508293,42.458160,66.142990,47.359177,49.582237,59.472179,69.937248,34.459499,24.687065,68.757889,76.414062,26.599115,26.688023,79.263596,88.905678,20.976227,14.306051,80.874153,77.123383,20.129885,17.282255,84.373276,85.592880,9.147831,5.222023,95.361656,96.079697,4.854681,6.218968,95.361389,96.822006,4.854678,3.673654,95.350494,95.260429,4.854657,3.824491,100.059059,98.018295,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,96.537437,9.706473,4.996180,4.996180
865800.0,1.584445,1.584445,24.572638,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,10.512216,100.059059,100.059059,0.100000,0.100000,100.059059,85.111176,4.816439,0.100000,97.279297,100.059059,0.686078,46.072170,100.059044,75.353630,30.666332,17.469696,63.653332,52.784191,39.844864,45.083492,50.748566,50.799164,52.635426,61.157425,46.011169,52.175766,50.880501,73.781448,48.384953,36.464302,63.204655,63.600513,37.942963,27.930252,64.956779,58.073017,36.972324,57.689907,61.666466,73.330673,30.875521,42.264847,66.839302,74.483398,32.523281,48.717533,65.593506,74.462532,32.404984,58.756588,68.997658,9.698892,4.995011,4.995011
867600.0,1.580835,1.580835,24.213177,19.345209,94.143723,88.117126,4.430824,6.389576,100.059059,87.368050,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,0.100000,100.059059,100.059059,0.100000,18.027390,100.059059,100.059059,0.100000,0.100000,100.059059,76.242882,4.052703,0.100000,100.059059,100.059059,0.100000,22.426661,100.059059,100.059059,0.100000,11.998405,100.059059,100.059059,0.100000,19.837967,100.059059,100.059059,0.100000,9.691485,4.988434,4.988434
869400.0,1.576843,1.576843,57.519176,100.059052,16.893387,52.376720,58.289711,86.636047,46.426125,70.745628,37.352791,35.848885,70.672630,67.478500,23.895090,28.754429,73.849548,82.278976,26.769650,17.216480,76.000938,70.050293,25.468887,39.534252,72.116806,84.932465,26.999973,18.740065,94.109947,85.919876,4.427251,5.763062,95.361641,95.424744,4.854138,5.028903,90.065552,100.059052,4.838226,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,98.912170,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,9.684125,4.985260,4.985260
871200.0,1.571619,1.571619,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,28.230627,100.059052,100.059052,0.100000,0.100000,86.283173,94.417023,2.898342,26.078423,100.059052,68.464287,18.292593,0.100000,89.211662,100.059052,0.100000,49.978954,75.736481,43.574787,84.777214,85.465958,9.360740,10.628900,90.445099,89.902214,9.760309,4.969936,95.361649,96.927544,4.854679,5.957026,95.227760,94.769554,4.854113,6.257213,91.021286,100.059052,4.471905,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,94.131920,100.059052,4.889882,9.676757,4.997163,4.997163
873000.0,1.565871,1.565871,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,24.208858,67.411507,78.345154,26.154135,26.675657,71.325073,60.238495,36.406792,56.072124,70.827553,95.819397,27.296913,27.599550,61.686485,77.194321,28.530468,55.280155,71.322510,41.590786,48.325783,32.239227,54.285286,72.176224,38.716049,58.424278,61.517303,53.529110,59.790207,66.237289,28.245399,27.947994,78.063522,73.991714,16.326199,17.483114,89.520630,91.233887,9.569625,15.097509,94.783791,90.654602,4.511506,4.023948,95.361649,95.539192,4.854683,3.855604,95.361649,94.260735,4.843708,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,0.100000,100.059052,100.059052,0.100000,9.669376,4.991523,4.991523
874800.0,1.560163,1.560163,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,5.826719,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,15.778269,100.058098,98.537399,5.137103,5.844523,73.471779,100.059044,14.675182,54.401443,78.451820,100.059044,16.675734,60.609131,39.564075,29.155699,82.498756,90.314316,16.852064,15.716884,72.001060,92.746780,9.940106,6.124382,100.059044,94.270760,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,4.046762,90.286545,92.499466,10.062780,9.661994,4.997234,4.997234
876600.0,1.554434,1.554434,90.634941,95.672485,9.927633,6.036310,90.638573,88.141418,9.749839,6.191158,90.615738,86.444366,9.708271,14.009928,90.283440,94.981026,9.912321,6.539793,90.608536,86.438049,9.708298,12.337268,87.463005,97.258514,10.004824,3.114293,100.059044,97.678230,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,1.985413,100.059044,100.059044,0.100000,25.336603,63.811176,78.390724,71.272682,97.461578,20.033642,22.953777,80.389404,100.059044,1.299224,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,1.429742,84.698822,100.059036,10.063155,9.654603,4.996638,4.996638
878400.0,1.549465,1.549465,57.695576,58.984177,81.328598,49.802761,60.924026,44.830410,31.392567,12.009114,81.041496,73.453079,19.798965,30.218920,78.821953,88.796120,20.988150,14.239614,80.831154,77.188316,20.083469,31.638165,78.665878,88.385857,20.959650,14.231362,84.926071,81.904663,14.555518,19.035137,85.001320,83.450615,14.879658,23.656082,88.813782,88.028099,9.123485,7.609226,88.157532,96.080231,4.699071,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,98.733925,100.059044,4.854674,5.313876,95.361618,96.500999,4.837582,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059044,100.059044,0.100000,0.100000,100.059013,100.059044,3.180725,61.323536,59.641663,57.308479,36.430260,80.568184,25.384598,23.184628,83.627022,82.656425,14.415589,21.847158,85.384460,91.332451,9.352089,4.049036,95.361633,95.133614,4.854684,4.962063,95.361618,94.752892,4.854684,4.038990,90.153725,97.570961,4.266164,9.647205,4.990785,4.990785
880200.0,1.545207,1.545207,34.420013,0.100000,100.059036,100.059036,0.100000,0.100000,88.568420,43.645947,30.670797,2.882992,79.476601,100.059036,0.100000,31.524073,99.510513,56.867245,26.145979,14.257034,84.877945,100.059036,0.100000,34.820000,99.946182,65.914085,25.766254,15.385406,75.557716,100.059036,18.220329,26.906820,54.808098,100.059036,27.046753,64.921791,54.039135,45.403912,67.189362,72.891083,15.632488,0.100000,100.059036,97.521240,0.100000,0.100000,100.059036,100.059036,0.100000,0.100000,100.059036,100.059036,0.100000,0.100000,100.059036,100.059036,0.100000,0.100000,100.059036,100.059036,0.100000,0.100000,100.059036,100.059036,0.100000,0.100000,100.059036,100.059036,0.100000,0.100000,100.059036,100.059036,0.100000,0.100000,100.059036,100.059036,0.100000,14.201776,100.057884,100.059036,9.570150,21.329653,77.264626,100.059036,5.954413,52.588387,77.767548,62.032734,37.895905,31.323292,63.603313,66.477379,35.427368,24.430735,60.842537,41.876953,61.818653,49.769596,29.589088,9.639775,4.997649,4.997649
